8520DEA0	Gather-scatter DRAM: in-DRAM address translation to improve the spatial locality of non-unit strided accesses	gather scatter dram in dram address translation to improve the spatial locality of non unit strided accesses	2015	2015/12/05	10.1145/2830772.2830820	international symposium on microarchitecture	micro		4499A295	17617
7CF15EBF	In-Network Cache Coherence	in network cache coherence	2006	2006/12/09	10.1109/MICRO.2006.27	international symposium on microarchitecture	micro		4499A295	17961
855B1726	Execution time prediction for energy-efficient hardware accelerators	execution time prediction for energy efficient hardware accelerators	2015	2015/12/05	10.1145/2830772.2830798	international symposium on microarchitecture	micro		4499A295	19555
786EA7E7	Load Value Approximation	load value approximation	2014	2014/12/13		international symposium on microarchitecture	micro		4499A295	19522
85F803CD	Copy or Discard execution model for speculative parallelization on multicores	copy or discard execution model for speculative parallelization on multicores	2008	2008/11	10.1109/MICRO.2008.4771802	international symposium on microarchitecture	micro		4499A295	19555
7DE80986	Bi-Modal DRAM Cache: A Scalable and Effective Die-Stacked DRAM Cache	bi modal dram cache a scalable and effective die stacked dram cache	2014	2014/12/13		international symposium on microarchitecture	micro		4499A295	19513
85B9807C	CPR: Composable performance regression for scalable multiprocessor models	cpr composable performance regression for scalable multiprocessor models	2008	2008/11	10.1109/MICRO.2008.4771797	international symposium on microarchitecture	micro		4499A295	19555
85B9C5FA	Power reduction of CMP communication networks via RF-interconnects	power reduction of cmp communication networks via rf interconnects	2008	2008/11	10.1109/MICRO.2008.4771806	international symposium on microarchitecture	micro		4499A295	19555
854C5825	TimeTrader: exploiting latency tail to save datacenter energy for online search	timetrader exploiting latency tail to save datacenter energy for online search	2015	2015/12/05	10.1145/2830772.2830779	international symposium on microarchitecture	micro		4499A295	19555
7D3F6C23	Selective cache ways: on-demand cache resource allocation	selective cache ways on demand cache resource allocation	1999	1999/11/16	10.1109/MICRO.1999.809463	international symposium on microarchitecture	micro		4499A295	19515
7650992A	Equalizer: Dynamic Tuning of GPU Resources for Efficient Execution	equalizer dynamic tuning of gpu resources for efficient execution	2014	2014/12/13		international symposium on microarchitecture	micro		4499A295	19505
7523ECAF	The performance potential of data dependence speculation and collapsing	the performance potential of data dependence speculation and collapsing	1996	1996	10.1109/MICRO.1996.566465	international symposium on microarchitecture	micro		4499A295	15793
7D84F0D7	Scalable Speculative Parallelization on Commodity Clusters	scalable speculative parallelization on commodity clusters	2010	2010/12/04	10.1109/MICRO.2010.19	international symposium on microarchitecture	micro		4499A295	19203
85769F04	More is less: improving the energy efficiency of data movement via opportunistic use of sparse codes	more is less improving the energy efficiency of data movement via opportunistic use of sparse codes	2015	2015/12/05	10.1145/2830772.2830806	international symposium on microarchitecture	micro		4499A295	19555
7AE92E6E	Continuous, Low Overhead, Run-Time Validation of Program Executions	continuous low overhead run time validation of program executions	2014	2014/12/13	10.1109/MICRO.2014.18	international symposium on microarchitecture	micro		4499A295	19538
854A81D2	Efficient warp execution in presence of divergence with collaborative context collection	efficient warp execution in presence of divergence with collaborative context collection	2015	2015/12/05	10.1145/2830772.2830796	international symposium on microarchitecture	micro		4499A295	19555
78A9D0AF	An 8-bit AVR-Based Elliptic Curve Cryptographic RISC Processor for the Internet of Things	an 8 bit avr based elliptic curve cryptographic risc processor for the internet of things	2012	2012/12	10.1109/MICROW.2012.20	international symposium on microarchitecture	micro		4499A295	17540
